Year,District,Crime_Type,Count
2019,Tiruppattur,Assault,1250
2019,Tiruppattur,Theft,1250
2019,Tiruppattur,Robbery,350
2019,Tiruppattur,Kidnapping,350
2019,Tiruppattur,Cyber Crime,1250
2019,Tiruppattur,Road Accident Deaths,213
2019,Tiruppattur,Economic Crime,1300
2019,Tenkasi,Murder,350
2019,Tenkasi,Assault,1250
2019,Tenkasi,Theft,1250
2019,Tenkasi,Robbery,350
2019,Tenkasi,Kidnapping,350
2019,Tenkasi,Cyber Crime,1250
2019,Tenkasi,Road Accident Deaths,220
2019,Tenkasi,Economic Crime,1300
2019,TOTAL,Murder,350
2019,TOTAL,Assault,1250
2019,TOTAL,Theft,1250
2019,TOTAL,Robbery,350
2019,TOTAL,Kidnapping,350
2019,TOTAL,Cyber Crime,1250
2019,TOTAL,Road Accident Deaths,14452
2019,TOTAL,Economic Crime,1300
2020,Ariyalur,Murder,360
2020,Ariyalur,Assault,1300
2020,Ariyalur,Theft,1300
2020,Ariyalur,Robbery,360
2020,Ariyalur,Kidnapping,360
2020,Ariyalur,Cyber Crime,1400
2020,Ariyalur,Road Accident Deaths,161
2020,Ariyalur,Economic Crime,1400
2020,Chennai,Murder,360
2020,Chennai,Assault,1300
2020,Chennai,Theft,1300
2020,Chennai,Robbery,360
2020,Chennai,Kidnapping,360
2020,Chennai,Cyber Crime,1400
2020,Chennai,Road Accident Deaths,975
2020,Chennai,Economic Crime,1400
2020,Coimbatore,Murder,360
2020,Coimbatore,Assault,1300
2020,Coimbatore,Theft,1300
2020,Coimbatore,Robbery,360
2020,Coimbatore,Kidnapping,360
2020,Coimbatore,Cyber Crime,1400
2020,Coimbatore,Road Accident Deaths,593
2020,Coimbatore,Economic Crime,1400
2020,Coimbatore  City,Murder,360
2020,Coimbatore  City,Assault,1300
2020,Coimbatore  City,Theft,1300
2020,Coimbatore  City,Robbery,360
2020,Coimbatore  City,Kidnapping,360
2020,Coimbatore  City,Cyber Crime,1400
2020,Coimbatore  City,Road Accident Deaths,232
2020,Coimbatore  City,Economic Crime,1400
2020,Cuddalore,Murder,360
2020,Cuddalore,Assault,1300
2020,Cuddalore,Theft,1300
2020,Cuddalore,Robbery,360
2020,Cuddalore,Kidnapping,360
2020,Cuddalore,Cyber Crime,1400
2020,Cuddalore,Road Accident Deaths,525
2020,Cuddalore,Economic Crime,1400
2020,Dharmapuri,Murder,360
2020,Dharmapuri,Assault,1300
2020,Dharmapuri,Theft,1300
2020,Dharmapuri,Robbery,360
2020,Dharmapuri,Kidnapping,360
2020,Dharmapuri,Cyber Crime,1400
2020,Dharmapuri,Road Accident Deaths,308
2020,Dharmapuri,Economic Crime,1400
2020,Dindigul,Murder,360
2020,Dindigul,Assault,1300
2020,Dindigul,Theft,1300
2020,Dindigul,Robbery,360
2020,Dindigul,Kidnapping,360
2020,Dindigul,Cyber Crime,1400
2020,Dindigul,Road Accident Deaths,509
2020,Dindigul,Economic Crime,1400
2020,Erode,Murder,360
2020,Erode,Assault,1300
2020,Erode,Theft,1300
2020,Erode,Robbery,360
2020,Erode,Kidnapping,360
2020,Erode,Cyber Crime,1400
2020,Erode,Road Accident Deaths,494
2020,Erode,Economic Crime,1400
2020,Kanchipuram,Murder,360
2020,Kanchipuram,Assault,1300
2020,Kanchipuram,Theft,1300
2020,Kanchipuram,Robbery,360
2020,Kanchipuram,Kidnapping,360
2020,Kanchipuram,Cyber Crime,1400
2020,Kanchipuram,Road Accident Deaths,233
2020,Kanchipuram,Economic Crime,1400
2020,Kanyakumari,Murder,360
2020,Kanyakumari,Assault,1300
2020,Kanyakumari,Theft,1300
2020,Kanyakumari,Robbery,360
2020,Kanyakumari,Kidnapping,360
2020,Kanyakumari,Cyber Crime,1400
2020,Kanyakumari,Road Accident Deaths,307
2020,Kanyakumari,Economic Crime,1400
2020,Karur,Murder,360
2020,Karur,Assault,1300
2020,Karur,Theft,1300
2020,Karur,Robbery,360
2020,Karur,Kidnapping,360
2020,Karur,Cyber Crime,1400
2020,Karur,Road Accident Deaths,393
2020,Karur,Economic Crime,1400
2020,Krishnagiri,Murder,360
2020,Krishnagiri,Assault,1300
2020,Krishnagiri,Theft,1300
2020,Krishnagiri,Robbery,360
2020,Krishnagiri,Kidnapping,360
2020,Krishnagiri,Cyber Crime,1400
2020,Krishnagiri,Road Accident Deaths,543
2020,Krishnagiri,Economic Crime,1400
2020,Madurai,Murder,360
2020,Madurai,Assault,1300
2020,Madurai,Theft,1300
2020,Madurai,Robbery,360
2020,Madurai,Kidnapping,360
2020,Madurai,Cyber Crime,1400
2020,Madurai,Road Accident Deaths,529
2020,Madurai,Economic Crime,1400
2020,Madurai City,Murder,360
2020,Madurai City,Assault,1300
2020,Madurai City,Theft,1300
2020,Madurai City,Robbery,360
2020,Madurai City,Kidnapping,360
2020,Madurai City,Cyber Crime,1400
2020,Madurai City,Road Accident Deaths,152
2020,Madurai City,Economic Crime,1400
2020,Nagapattinam,Murder,360
2020,Nagapattinam,Assault,1300
2020,Nagapattinam,Theft,1300
2020,Nagapattinam,Robbery,360
2020,Nagapattinam,Kidnapping,360
2020,Nagapattinam,Cyber Crime,1400
2020,Nagapattinam,Road Accident Deaths,220
2020,Nagapattinam,Economic Crime,1400
2020,Namakkal,Murder,360
2020,Namakkal,Assault,1300
2020,Namakkal,Theft,1300
2020,Namakkal,Robbery,360
2020,Namakkal,Kidnapping,360
2020,Namakkal,Cyber Crime,1400
2020,Namakkal,Road Accident Deaths,413
2020,Namakkal,Economic Crime,1400
2020,Nilgiris,Murder,360
2020,Nilgiris,Assault,1300
2020,Nilgiris,Theft,1300
2020,Nilgiris,Robbery,360
2020,Nilgiris,Kidnapping,360
2020,Nilgiris,Cyber Crime,1400
2020,Nilgiris,Road Accident Deaths,32
2020,Nilgiris,Economic Crime,1400
2020,Perambalur,Murder,360
2020,Perambalur,Assault,1300
2020,Perambalur,Theft,1300
2020,Perambalur,Robbery,360
2020,Perambalur,Kidnapping,360
2020,Perambalur,Cyber Crime,1400
2020,Perambalur,Road Accident Deaths,164
2020,Perambalur,Economic Crime,1400
2020,Pudukottai,Murder,360
2020,Pudukottai,Assault,1300
2020,Pudukottai,Theft,1300
2020,Pudukottai,Robbery,360
2020,Pudukottai,Kidnapping,360
2020,Pudukottai,Cyber Crime,1400
2020,Pudukottai,Road Accident Deaths,360
2020,Pudukottai,Economic Crime,1400
2020,Ramnathapuram,Murder,360
2020,Ramnathapuram,Assault,1300
2020,Ramnathapuram,Theft,1300
2020,Ramnathapuram,Robbery,360
2020,Ramnathapuram,Kidnapping,360
2020,Ramnathapuram,Cyber Crime,1400
2020,Ramnathapuram,Road Accident Deaths,318
2020,Ramnathapuram,Economic Crime,1400
2020,Railway Chennai,Murder,360
2020,Railway Chennai,Assault,1300
2020,Railway Chennai,Theft,1300
2020,Railway Chennai,Robbery,360
2020,Railway Chennai,Kidnapping,360
2020,Railway Chennai,Cyber Crime,1400
2020,Railway Chennai,Road Accident Deaths,1
2020,Railway Chennai,Economic Crime,1400
2020,Railway Trichy,Murder,360
2020,Railway Trichy,Assault,1300
2020,Railway Trichy,Theft,1300
2020,Railway Trichy,Robbery,360
2020,Railway Trichy,Kidnapping,360
2020,Railway Trichy,Cyber Crime,1400
2020,Railway Trichy,Road Accident Deaths,0
2020,Railway Trichy,Economic Crime,1400
2020,Salem,Murder,360
2020,Salem,Assault,1300
2020,Salem,Theft,1300
2020,Salem,Robbery,360
2020,Salem,Kidnapping,360
2020,Salem,Cyber Crime,1400
2020,Salem,Road Accident Deaths,559
2020,Salem,Economic Crime,1400
2020,Salem City,Murder,360
2020,Salem City,Assault,1300
2020,Salem City,Theft,1300
2020,Salem City,Robbery,360
2020,Salem City,Kidnapping,360
2020,Salem City,Cyber Crime,1400
2020,Salem City,Road Accident Deaths,147
2020,Salem City,Economic Crime,1400
2020,Sivagangai,Murder,360
2020,Sivagangai,Assault,1300
2020,Sivagangai,Theft,1300
2020,Sivagangai,Robbery,360
2020,Sivagangai,Kidnapping,360
2020,Sivagangai,Cyber Crime,1400
2020,Sivagangai,Road Accident Deaths,320
2020,Sivagangai,Economic Crime,1400
2020,Thanjavur,Murder,360
2020,Thanjavur,Assault,1300
2020,Thanjavur,Theft,1300
2020,Thanjavur,Robbery,360
2020,Thanjavur,Kidnapping,360
2020,Thanjavur,Cyber Crime,1400
2020,Thanjavur,Road Accident Deaths,416
2020,Thanjavur,Economic Crime,1400
2020,Theni,Murder,360
2020,Theni,Assault,1300
2020,Theni,Theft,1300
2020,Theni,Robbery,360
2020,Theni,Kidnapping,360
2020,Theni,Cyber Crime,1400
2020,Theni,Road Accident Deaths,226
2020,Theni,Economic Crime,1400
2020,Thirunelveli,Murder,360
2020,Thirunelveli,Assault,1300
2020,Thirunelveli,Theft,1300
2020,Thirunelveli,Robbery,360
2020,Thirunelveli,Kidnapping,360
2020,Thirunelveli,Cyber Crime,1400
2020,Thirunelveli,Road Accident Deaths,265
2020,Thirunelveli,Economic Crime,1400
2020,Thirunelveli City,Murder,360
2020,Thirunelveli City,Assault,1300
2020,Thirunelveli City,Theft,1300
2020,Thirunelveli City,Robbery,360
2020,Thirunelveli City,Kidnapping,360
2020,Thirunelveli City,Cyber Crime,1400
2020,Thirunelveli City,Road Accident Deaths,76
2020,Thirunelveli City,Economic Crime,1400
2020,Thiruvallur,Murder,360
2020,Thiruvallur,Assault,1300
2020,Thiruvallur,Theft,1300
2020,Thiruvallur,Robbery,360
2020,Thiruvallur,Kidnapping,360
2020,Thiruvallur,Cyber Crime,1400
2020,Thiruvallur,Road Accident Deaths,318
2020,Thiruvallur,Economic Crime,1400
2020,Thiruvannamalai,Murder,360
2020,Thiruvannamalai,Assault,1300
2020,Thiruvannamalai,Theft,1300
2020,Thiruvannamalai,Robbery,360
2020,Thiruvannamalai,Kidnapping,360
2020,Thiruvannamalai,Cyber Crime,1400
2020,Thiruvannamalai,Road Accident Deaths,490
2020,Thiruvannamalai,Economic Crime,1400
2020,Thiruvarur,Murder,360
2020,Thiruvarur,Assault,1300
2020,Thiruvarur,Theft,1300
2020,Thiruvarur,Robbery,360
2020,Thiruvarur,Kidnapping,360
2020,Thiruvarur,Cyber Crime,1400
2020,Thiruvarur,Road Accident Deaths,162
2020,Thiruvarur,Economic Crime,1400
2020,Thoothukudi,Murder,360
2020,Thoothukudi,Assault,1300
2020,Thoothukudi,Theft,1300
2020,Thoothukudi,Robbery,360
2020,Thoothukudi,Kidnapping,360
2020,Thoothukudi,Cyber Crime,1400
2020,Thoothukudi,Road Accident Deaths,371
2020,Thoothukudi,Economic Crime,1400
2020,Tiruppur,Murder,360
2020,Tiruppur,Assault,1300
2020,Tiruppur,Theft,1300
2020,Tiruppur,Robbery,360
2020,Tiruppur,Kidnapping,360
2020,Tiruppur,Cyber Crime,1400
2020,Tiruppur,Road Accident Deaths,624
2020,Tiruppur,Economic Crime,1400
2020,Tiruppur City,Murder,360
2020,Tiruppur City,Assault,1300
2020,Tiruppur City,Theft,1300
2020,Tiruppur City,Robbery,360
2020,Tiruppur City,Kidnapping,360
2020,Tiruppur City,Cyber Crime,1400
2020,Tiruppur City,Road Accident Deaths,144
2020,Tiruppur City,Economic Crime,1400
2020,Trichy,Murder,360
2020,Trichy,Assault,1300
2020,Trichy,Theft,1300
2020,Trichy,Robbery,360
2020,Trichy,Kidnapping,360
2020,Trichy,Cyber Crime,1400
2020,Trichy,Road Accident Deaths,498
2020,Trichy,Economic Crime,1400
2020,Trichy City,Murder,360
2020,Trichy City,Assault,1300
2020,Trichy City,Theft,1300
2020,Trichy City,Robbery,360
2020,Trichy City,Kidnapping,360
2020,Trichy City,Cyber Crime,1400
2020,Trichy City,Road Accident Deaths,126
2020,Trichy City,Economic Crime,1400
2020,Vellore,Murder,360
2020,Vellore,Assault,1300
2020,Vellore,Theft,1300
2020,Vellore,Robbery,360
2020,Vellore,Kidnapping,360
2020,Vellore,Cyber Crime,1400
2020,Vellore,Road Accident Deaths,238
2020,Vellore,Economic Crime,1400
2020,Villupuram,Murder,360
2020,Villupuram,Assault,1300
2020,Villupuram,Theft,1300
2020,Villupuram,Robbery,360
2020,Villupuram,Kidnapping,360
2020,Villupuram,Cyber Crime,1400
2020,Villupuram,Road Accident Deaths,503
2020,Villupuram,Economic Crime,1400
2020,Virudhunagar,Murder,360
2020,Virudhunagar,Assault,1300
2020,Virudhunagar,Theft,1300
2020,Virudhunagar,Robbery,360
2020,Virudhunagar,Kidnapping,360
2020,Virudhunagar,Cyber Crime,1400
2020,Virudhunagar,Road Accident Deaths,413
2020,Virudhunagar,Economic Crime,1400
2020,Cyber Cell,Murder,360
2020,Cyber Cell,Assault,1300
2020,Cyber Cell,Theft,1300
2020,Cyber Cell,Robbery,360
2020,Cyber Cell,Kidnapping,360
2020,Cyber Cell,Cyber Crime,1400
2020,Cyber Cell,Road Accident Deaths,0
2020,Cyber Cell,Economic Crime,1400
2020,Other Units,Murder,360
2020,Other Units,Assault,1300
2020,Other Units,Theft,1300
2020,Other Units,Robbery,360
2020,Other Units,Kidnapping,360
2020,Other Units,Cyber Crime,1400
2020,Other Units,Road Accident Deaths,0
2020,Other Units,Economic Crime,1400
2020,Chengalpattu,Murder,360
2020,Chengalpattu,Assault,1300
2020,Chengalpattu,Theft,1300
2020,Chengalpattu,Robbery,360
2020,Chengalpattu,Kidnapping,360
2020,Chengalpattu,Cyber Crime,1400
2020,Chengalpattu,Road Accident Deaths,452
2020,Chengalpattu,Economic Crime,1400
2020,Kallakurichi,Murder,360
2020,Kallakurichi,Assault,1300
2020,Kallakurichi,Theft,1300
2020,Kallakurichi,Robbery,360
2020,Kallakurichi,Kidnapping,360
2020,Kallakurichi,Cyber Crime,1400
2020,Kallakurichi,Road Accident Deaths,255
2020,Kallakurichi,Economic Crime,1400
2020,Ranipet,Murder,360
2020,Ranipet,Assault,1300
2020,Ranipet,Theft,1300
2020,Ranipet,Robbery,360
2020,Ranipet,Kidnapping,360
2020,Ranipet,Cyber Crime,1400
2020,Ranipet,Road Accident Deaths,239
2020,Ranipet,Economic Crime,1400
2020,Tiruppattur,Murder,360
2020,Tiruppattur,Assault,1300
2020,Tiruppattur,Theft,1300
2020,Tiruppattur,Robbery,360
2020,Tiruppattur,Kidnapping,360
2020,Tiruppattur,Cyber Crime,1400
2020,Tiruppattur,Road Accident Deaths,218
2020,Tiruppattur,Economic Crime,1400
2020,Tenkasi,Murder,360
2020,Tenkasi,Assault,1300
2020,Tenkasi,Theft,1300
2020,Tenkasi,Robbery,360
2020,Tenkasi,Kidnapping,360
2020,Tenkasi,Cyber Crime,1400
2020,Tenkasi,Road Accident Deaths,225
2020,Tenkasi,Economic Crime,1400
2020,TOTAL,Murder,360
2020,TOTAL,Assault,1300
2020,TOTAL,Theft,1300
2020,TOTAL,Robbery,360
2020,TOTAL,Kidnapping,360
2020,TOTAL,Cyber Crime,1400
2020,TOTAL,Road Accident Deaths,14747
2020,TOTAL,Economic Crime,1400
2021,Ariyalur,Murder,370
2021,Ariyalur,Assault,1350
2021,Ariyalur,Theft,1350
2021,Ariyalur,Robbery,370
2021,Ariyalur,Kidnapping,370
2021,Ariyalur,Cyber Crime,1550
2021,Ariyalur,Road Accident Deaths,164
2021,Ariyalur,Economic Crime,1500
2021,Chennai,Murder,370
2021,Chennai,Assault,1350
2021,Chennai,Theft,1350
2021,Chennai,Robbery,370
2021,Chennai,Kidnapping,370
2021,Chennai,Cyber Crime,1550
2021,Chennai,Road Accident Deaths,994
2021,Chennai,Economic Crime,1500
2021,Coimbatore,Murder,370
2021,Coimbatore,Assault,1350
2021,Coimbatore,Theft,1350
2021,Coimbatore,Robbery,370
2021,Coimbatore,Kidnapping,370
2021,Coimbatore,Cyber Crime,1550
2021,Coimbatore,Road Accident Deaths,604
2021,Coimbatore,Economic Crime,1500
2021,Coimbatore  City,Murder,370
2021,Coimbatore  City,Assault,1350
2021,Coimbatore  City,Theft,1350
2021,Coimbatore  City,Robbery,370
2021,Coimbatore  City,Kidnapping,370
2021,Coimbatore  City,Cyber Crime,1550
2021,Coimbatore  City,Road Accident Deaths,236
2021,Coimbatore  City,Economic Crime,1500
2021,Cuddalore,Murder,370
2021,Cuddalore,Assault,1350
2021,Cuddalore,Theft,1350
2021,Cuddalore,Robbery,370
2021,Cuddalore,Kidnapping,370
2021,Cuddalore,Cyber Crime,1550
2021,Cuddalore,Road Accident Deaths,535
2021,Cuddalore,Economic Crime,1500
2021,Dharmapuri,Murder,370
2021,Dharmapuri,Assault,1350
2021,Dharmapuri,Theft,1350
2021,Dharmapuri,Robbery,370
2021,Dharmapuri,Kidnapping,370
2021,Dharmapuri,Cyber Crime,1550
2021,Dharmapuri,Road Accident Deaths,314
2021,Dharmapuri,Economic Crime,1500
2021,Dindigul,Murder,370
2021,Dindigul,Assault,1350
2021,Dindigul,Theft,1350
2021,Dindigul,Robbery,370
2021,Dindigul,Kidnapping,370
2021,Dindigul,Cyber Crime,1550
2021,Dindigul,Road Accident Deaths,519
2021,Dindigul,Economic Crime,1500
2021,Erode,Murder,370
2021,Erode,Assault,1350
2021,Erode,Theft,1350
2021,Erode,Robbery,370
2021,Erode,Kidnapping,370
2021,Erode,Cyber Crime,1550
2021,Erode,Road Accident Deaths,503
2021,Erode,Economic Crime,1500
2021,Kanchipuram,Murder,370
2021,Kanchipuram,Assault,1350
2021,Kanchipuram,Theft,1350
2021,Kanchipuram,Robbery,370
2021,Kanchipuram,Kidnapping,370
2021,Kanchipuram,Cyber Crime,1550
2021,Kanchipuram,Road Accident Deaths,237
2021,Kanchipuram,Economic Crime,1500
2021,Kanyakumari,Murder,370
2021,Kanyakumari,Assault,1350
2021,Kanyakumari,Theft,1350
2021,Kanyakumari,Robbery,370
2021,Kanyakumari,Kidnapping,370
2021,Kanyakumari,Cyber Crime,1550
2021,Kanyakumari,Road Accident Deaths,313
2021,Kanyakumari,Economic Crime,1500
2021,Karur,Murder,370
2021,Karur,Assault,1350
2021,Karur,Theft,1350
2021,Karur,Robbery,370
2021,Karur,Kidnapping,370
2021,Karur,Cyber Crime,1550
2021,Karur,Road Accident Deaths,400
2021,Karur,Economic Crime,1500
2021,Krishnagiri,Murder,370
2021,Krishnagiri,Assault,1350
2021,Krishnagiri,Theft,1350
2021,Krishnagiri,Robbery,370
2021,Krishnagiri,Kidnapping,370
2021,Krishnagiri,Cyber Crime,1550
2021,Krishnagiri,Road Accident Deaths,553
2021,Krishnagiri,Economic Crime,1500
2021,Madurai,Murder,370
2021,Madurai,Assault,1350
2021,Madurai,Theft,1350
2021,Madurai,Robbery,370
2021,Madurai,Kidnapping,370
2021,Madurai,Cyber Crime,1550
2021,Madurai,Road Accident Deaths,539
2021,Madurai,Economic Crime,1500
2021,Madurai City,Murder,370
2021,Madurai City,Assault,1350
2021,Madurai City,Theft,1350
2021,Madurai City,Robbery,370
2021,Madurai City,Kidnapping,370
2021,Madurai City,Cyber Crime,1550
2021,Madurai City,Road Accident Deaths,155
2021,Madurai City,Economic Crime,1500
2021,Nagapattinam,Murder,370
2021,Nagapattinam,Assault,1350
2021,Nagapattinam,Theft,1350
2021,Nagapattinam,Robbery,370
2021,Nagapattinam,Kidnapping,370
2021,Nagapattinam,Cyber Crime,1550
2021,Nagapattinam,Road Accident Deaths,224
2021,Nagapattinam,Economic Crime,1500
2021,Namakkal,Murder,370
2021,Namakkal,Assault,1350
2021,Namakkal,Theft,1350
2021,Namakkal,Robbery,370
2021,Namakkal,Kidnapping,370
2021,Namakkal,Cyber Crime,1550
2021,Namakkal,Road Accident Deaths,421
2021,Namakkal,Economic Crime,1500
2021,Nilgiris,Murder,370
2021,Nilgiris,Assault,1350
2021,Nilgiris,Theft,1350
2021,Nilgiris,Robbery,370
2021,Nilgiris,Kidnapping,370
2021,Nilgiris,Cyber Crime,1550
2021,Nilgiris,Road Accident Deaths,32
2021,Nilgiris,Economic Crime,1500
2021,Perambalur,Murder,370
2021,Perambalur,Assault,1350
2021,Perambalur,Theft,1350
2021,Perambalur,Robbery,370
2021,Perambalur,Kidnapping,370
2021,Perambalur,Cyber Crime,1550
2021,Perambalur,Road Accident Deaths,167
2021,Perambalur,Economic Crime,1500
2021,Pudukottai,Murder,370
2021,Pudukottai,Assault,1350
2021,Pudukottai,Theft,1350
2021,Pudukottai,Robbery,370
2021,Pudukottai,Kidnapping,370
2021,Pudukottai,Cyber Crime,1550
2021,Pudukottai,Road Accident Deaths,367
2021,Pudukottai,Economic Crime,1500
2021,Ramnathapuram,Murder,370
2021,Ramnathapuram,Assault,1350
2021,Ramnathapuram,Theft,1350
2021,Ramnathapuram,Robbery,370
2021,Ramnathapuram,Kidnapping,370
2021,Ramnathapuram,Cyber Crime,1550
2021,Ramnathapuram,Road Accident Deaths,324
2021,Ramnathapuram,Economic Crime,1500
2021,Railway Chennai,Murder,370
2021,Railway Chennai,Assault,1350
2021,Railway Chennai,Theft,1350
2021,Railway Chennai,Robbery,370
2021,Railway Chennai,Kidnapping,370
2021,Railway Chennai,Cyber Crime,1550
2021,Railway Chennai,Road Accident Deaths,1
2021,Railway Chennai,Economic Crime,1500
2021,Railway Trichy,Murder,370
2021,Railway Trichy,Assault,1350
2021,Railway Trichy,Theft,1350
2021,Railway Trichy,Robbery,370
2021,Railway Trichy,Kidnapping,370
2021,Railway Trichy,Cyber Crime,1550
2021,Railway Trichy,Road Accident Deaths,0
2021,Railway Trichy,Economic Crime,1500
2021,Salem,Murder,370
2021,Salem,Assault,1350
2021,Salem,Theft,1350
2021,Salem,Robbery,370
2021,Salem,Kidnapping,370
2021,Salem,Cyber Crime,1550
2021,Salem,Road Accident Deaths,570
2021,Salem,Economic Crime,1500
2021,Salem City,Murder,370
2021,Salem City,Assault,1350
2021,Salem City,Theft,1350
2021,Salem City,Robbery,370
2021,Salem City,Kidnapping,370
2021,Salem City,Cyber Crime,1550
2021,Salem City,Road Accident Deaths,149
2021,Salem City,Economic Crime,1500
2021,Sivagangai,Murder,370
2021,Sivagangai,Assault,1350
2021,Sivagangai,Theft,1350
2021,Sivagangai,Robbery,370
2021,Sivagangai,Kidnapping,370
2021,Sivagangai,Cyber Crime,1550
2021,Sivagangai,Road Accident Deaths,326
2021,Sivagangai,Economic Crime,1500
2021,Thanjavur,Murder,370
2021,Thanjavur,Assault,1350
2021,Thanjavur,Theft,1350
2021,Thanjavur,Robbery,370
2021,Thanjavur,Kidnapping,370
2021,Thanjavur,Cyber Crime,1550
2021,Thanjavur,Road Accident Deaths,424
2021,Thanjavur,Economic Crime,1500
2021,Theni,Murder,370
2021,Theni,Assault,1350
2021,Theni,Theft,1350
2021,Theni,Robbery,370
2021,Theni,Kidnapping,370
2021,Theni,Cyber Crime,1550
2021,Theni,Road Accident Deaths,230
2021,Theni,Economic Crime,1500
2021,Thirunelveli,Murder,370
2021,Thirunelveli,Assault,1350
2021,Thirunelveli,Theft,1350
2021,Thirunelveli,Robbery,370
2021,Thirunelveli,Kidnapping,370
2021,Thirunelveli,Cyber Crime,1550
2021,Thirunelveli,Road Accident Deaths,270
2021,Thirunelveli,Economic Crime,1500
2021,Thirunelveli City,Murder,370
2021,Thirunelveli City,Assault,1350
2021,Thirunelveli City,Theft,1350
2021,Thirunelveli City,Robbery,370
2021,Thirunelveli City,Kidnapping,370
2021,Thirunelveli City,Cyber Crime,1550
2021,Thirunelveli City,Road Accident Deaths,77
2021,Thirunelveli City,Economic Crime,1500
2021,Thiruvallur,Murder,370
2021,Thiruvallur,Assault,1350
2021,Thiruvallur,Theft,1350
2021,Thiruvallur,Robbery,370
2021,Thiruvallur,Kidnapping,370
2021,Thiruvallur,Cyber Crime,1550
2021,Thiruvallur,Road Accident Deaths,324
2021,Thiruvallur,Economic Crime,1500
2021,Thiruvannamalai,Murder,370
2021,Thiruvannamalai,Assault,1350
2021,Thiruvannamalai,Theft,1350
2021,Thiruvannamalai,Robbery,370
2021,Thiruvannamalai,Kidnapping,370
2021,Thiruvannamalai,Cyber Crime,1550
2021,Thiruvannamalai,Road Accident Deaths,499
2021,Thiruvannamalai,Economic Crime,1500
2021,Thiruvarur,Murder,370
2021,Thiruvarur,Assault,1350
2021,Thiruvarur,Theft,1350
2021,Thiruvarur,Robbery,370
2021,Thiruvarur,Kidnapping,370
2021,Thiruvarur,Cyber Crime,1550
2021,Thiruvarur,Road Accident Deaths,165
2021,Thiruvarur,Economic Crime,1500
2021,Thoothukudi,Murder,370
2021,Thoothukudi,Assault,1350
2021,Thoothukudi,Theft,1350
2021,Thoothukudi,Robbery,370
2021,Thoothukudi,Kidnapping,370
2021,Thoothukudi,Cyber Crime,1550
2021,Thoothukudi,Road Accident Deaths,378
2021,Thoothukudi,Economic Crime,1500
2021,Tiruppur,Murder,370
2021,Tiruppur,Assault,1350
2021,Tiruppur,Theft,1350
2021,Tiruppur,Robbery,370
2021,Tiruppur,Kidnapping,370
2021,Tiruppur,Cyber Crime,1550
2021,Tiruppur,Road Accident Deaths,636
2021,Tiruppur,Economic Crime,1500
2021,Tiruppur City,Murder,370
2021,Tiruppur City,Assault,1350
2021,Tiruppur City,Theft,1350
2021,Tiruppur City,Robbery,370
2021,Tiruppur City,Kidnapping,370
2021,Tiruppur City,Cyber Crime,1550
2021,Tiruppur City,Road Accident Deaths,146
2021,Tiruppur City,Economic Crime,1500
2021,Trichy,Murder,370
2021,Trichy,Assault,1350
2021,Trichy,Theft,1350
2021,Trichy,Robbery,370
2021,Trichy,Kidnapping,370
2021,Trichy,Cyber Crime,1550
2021,Trichy,Road Accident Deaths,507
2021,Trichy,Economic Crime,1500
2021,Trichy City,Murder,370
2021,Trichy City,Assault,1350
2021,Trichy City,Theft,1350
2021,Trichy City,Robbery,370
2021,Trichy City,Kidnapping,370
2021,Trichy City,Cyber Crime,1550
2021,Trichy City,Road Accident Deaths,128
2021,Trichy City,Economic Crime,1500
2021,Vellore,Murder,370
2021,Vellore,Assault,1350
2021,Vellore,Theft,1350
2021,Vellore,Robbery,370
2021,Vellore,Kidnapping,370
2021,Vellore,Cyber Crime,1550
2021,Vellore,Road Accident Deaths,242
2021,Vellore,Economic Crime,1500
2021,Villupuram,Murder,370
2021,Villupuram,Assault,1350
2021,Villupuram,Theft,1350
2021,Villupuram,Robbery,370
2021,Villupuram,Kidnapping,370
2021,Villupuram,Cyber Crime,1550
2021,Villupuram,Road Accident Deaths,513
2021,Villupuram,Economic Crime,1500
2021,Virudhunagar,Murder,370
2021,Virudhunagar,Assault,1350
2021,Virudhunagar,Theft,1350
2021,Virudhunagar,Robbery,370
2021,Virudhunagar,Kidnapping,370
2021,Virudhunagar,Cyber Crime,1550
2021,Virudhunagar,Road Accident Deaths,421
2021,Virudhunagar,Economic Crime,1500
2021,Cyber Cell,Murder,370
2021,Cyber Cell,Assault,1350
2021,Cyber Cell,Theft,1350
2021,Cyber Cell,Robbery,370
2021,Cyber Cell,Kidnapping,370
2021,Cyber Cell,Cyber Crime,1550
2021,Cyber Cell,Road Accident Deaths,0
2021,Cyber Cell,Economic Crime,1500
2021,Other Units,Murder,370
2021,Other Units,Assault,1350
2021,Other Units,Theft,1350
2021,Other Units,Robbery,370
2021,Other Units,Kidnapping,370
2021,Other Units,Cyber Crime,1550
2021,Other Units,Road Accident Deaths,0
2021,Other Units,Economic Crime,1500
2021,Chengalpattu,Murder,370
2021,Chengalpattu,Assault,1350
2021,Chengalpattu,Theft,1350
2021,Chengalpattu,Robbery,370
2021,Chengalpattu,Kidnapping,370
2021,Chengalpattu,Cyber Crime,1550
2021,Chengalpattu,Road Accident Deaths,461
2021,Chengalpattu,Economic Crime,1500
2021,Kallakurichi,Murder,370
2021,Kallakurichi,Assault,1350
2021,Kallakurichi,Theft,1350
2021,Kallakurichi,Robbery,370
